상호명,지점명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번본번지,지번부번지,지번주소,건물본번지,건물부번지,건물명,도로명주소,신우편번호,경도,위도
한남삼육팔,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동2가,861,8,전북특별자치도 전주시 덕진구 우아동2가 861-8,7,,,전북특별자치도 전주시 덕진구 진버들6길 7,55014,127.1667628,35.83613103
간식이self라면,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,904,3,전북특별자치도 전주시 덕진구 인후동1가 904-3,25,,,전북특별자치도 전주시 덕진구 무삼지로 25,55024,127.1648865,35.82797723
고담,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,송천1동,송천동1가,137,128,전북특별자치도 전주시 덕진구 송천동1가 137-128,46,,,전북특별자치도 전주시 덕진구 솔내8길 46,54836,127.126348,35.86072151
은성애슈퍼,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,818,7,전북특별자치도 전주시 완산구 서신동 818-7,1,,,전북특별자치도 전주시 완산구 서신천변13길 1,54951,127.1140706,35.83042454
오일내,중화산점,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,774,4,전북특별자치도 전주시 완산구 중화산동2가 774-4,18,4,,전북특별자치도 전주시 완산구 신촌4길 18-4,54975,127.1163435,35.81811115
비전플러스,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천2동,송천동1가,292,7,전북특별자치도 전주시 덕진구 송천동1가 292-7,1,,송천동센트럴파크1단지,전북특별자치도 전주시 덕진구 송천로 1,54839,127.1188963,35.85293326
고레와,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동1가,98,,전북특별자치도 전주시 덕진구 송천동1가 98,37,5,,전북특별자치도 전주시 덕진구 오송1길 37-5,54823,127.1305814,35.86323148
김사부의곱창명가완산점,,한식,곱창 전골/구이,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,효자2동,효자동1가,599,2,전북특별자치도 전주시 완산구 효자동1가 599-2,17,,,전북특별자치도 전주시 완산구 중화산로 17,55051,127.1181269,35.81187269
원서민뒷고기,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,625,12,전북특별자치도 전주시 완산구 삼천동1가 625-12,4,7,,전북특별자치도 전주시 완산구 거마산2길 4-7,55089,127.1239241,35.79717627
섬마을,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산1동,중화산동2가,658,13,전북특별자치도 전주시 완산구 중화산동2가 658-13,12,5,,전북특별자치도 전주시 완산구 어은로 12-5,54985,127.1246065,35.8161922
보드박스,전북대점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암1동,금암동,664,45,전북특별자치도 전주시 덕진구 금암동 664-45,307,1,,전북특별자치도 전주시 덕진구 권삼득로 307-1,54898,127.1280028,35.84328948
군산아구찜,,한식,해산물 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천1동,삼천동1가,738,3,전북특별자치도 전주시 완산구 삼천동1가 738-3,15,,,전북특별자치도 전주시 완산구 안행로 15,55105,127.1301798,35.80041421
흑두부이야기,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1470,1,전북특별자치도 전주시 완산구 효자동3가 1470-1,30,19,,전북특별자치도 전주시 완산구 서곡2길 30-19,54956,127.1035047,35.83302973
오수신포집,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동2가,896,14,전북특별자치도 전주시 덕진구 우아동2가 896-14,11,,,전북특별자치도 전주시 덕진구 아중7길 11,55022,127.1718142,35.8330326
동산가막골,,한식,국수/칼국수,한식 면 요리 전문점,전북특별자치도,전주시 덕진구,여의동,여의동2가,571,160,전북특별자치도 전주시 덕진구 여의동2가 571-160,40,,,전북특별자치도 전주시 덕진구 편운로 40,54848,127.0804243,35.87254041
미각만족,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,862,1,전북특별자치도 전주시 완산구 평화동2가 862-1,8,,,전북특별자치도 전주시 완산구 평화15길 8,55124,127.1368247,35.79159247
용진시골아줌씨국수,,한식,국수/칼국수,한식 면 요리 전문점,전북특별자치도,전주시 덕진구,우아2동,우아동1가,1117,3,전북특별자치도 전주시 덕진구 우아동1가 1117-3,49,,,전북특별자치도 전주시 덕진구 인교9길 49,55028,127.1759735,35.82704223
모레내시장순대,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,진북동,진북동,337,4,전북특별자치도 전주시 덕진구 진북동 337-4,58,,,전북특별자치도 전주시 덕진구 건산로 58,54928,127.1435354,35.83250191
빵굽는나라,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,노송동,서노송동,643,5,전북특별자치도 전주시 완산구 서노송동 643-5,259,1,,전북특별자치도 전주시 완산구 팔달로 259-1,54996,127.1438988,35.82533647
가족식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,651,11,전북특별자치도 전주시 완산구 삼천동1가 651-11,3,,,전북특별자치도 전주시 완산구 상거마2길 3,55090,127.1195192,35.79588291
장수축산물생고기,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,금암1동,금암동,457,30,전북특별자치도 전주시 덕진구 금암동 457-30,15,3,,전북특별자치도 전주시 덕진구 가리내로 15-3,54934,127.1345068,35.8339814
오수신포집평화점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동1가,719,7,전북특별자치도 전주시 완산구 평화동1가 719-7,30,38,,전북특별자치도 전주시 완산구 평화18길 30-38,55122,127.1355813,35.79547833
소리마당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동1가,88,22,전북특별자치도 전주시 덕진구 덕진동1가 88-22,53,1,,전북특별자치도 전주시 덕진구 건지산로 53-1,54900,127.1361582,35.85476251
엄마손김밥,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,228,8,전북특별자치도 전주시 덕진구 인후동2가 228-8,196,,,전북특별자치도 전주시 덕진구 안덕원로 196,55001,127.1484985,35.83506446
최병서이막오장,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,인후3동,인후동1가,866,7,전북특별자치도 전주시 덕진구 인후동1가 866-7,2,,,전북특별자치도 전주시 덕진구 가재미5길 2,55020,127.1616485,35.83026181
똘똘말이김밥,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,803,1,전북특별자치도 전주시 완산구 서신동 803-1,58,,,전북특별자치도 전주시 완산구 서신천변로 58,54951,127.1145355,35.83048718
길거리야,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,효자4동,효자동3가,1173,1,전북특별자치도 전주시 완산구 효자동3가 1173-1,28,,,전북특별자치도 전주시 완산구 백마산길 28,55068,127.0901173,35.81740365
옛날피순대,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,전동3가,2,242,전북특별자치도 전주시 완산구 전동3가 2-242,63,,남부시장,전북특별자치도 전주시 완산구 풍남문2길 63,55043,127.1466085,35.81240912
홍춘천치즈닭갈비,,한식,닭/오리고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,송천1동,송천동2가,247,1,전북특별자치도 전주시 덕진구 송천동2가 247-1,15,,,전북특별자치도 전주시 덕진구 붓내3길 15,54828,127.1230579,35.86671826
울어매순대나라,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,965,2,전북특별자치도 전주시 완산구 서신동 965-2,102,1,광진선수촌,전북특별자치도 전주시 완산구 서신로 102-1,54945,127.1164011,35.83480242
명랑순두부,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,259,65,전북특별자치도 전주시 완산구 평화동2가 259-65,4695,,,전북특별자치도 전주시 완산구 모악로 4695,55135,127.1304704,35.78866141
흥부네피순대,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자2동,효자동1가,635,2,전북특별자치도 전주시 완산구 효자동1가 635-2,49,,신일,전북특별자치도 전주시 완산구 신봉로 49,55052,127.1204481,35.81029318
고려숯불갈비,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 덕진구,우아2동,우아동2가,932,3,전북특별자치도 전주시 덕진구 우아동2가 932-3,431,,,전북특별자치도 전주시 덕진구 동부대로 431,55023,127.1748411,35.83044162
족앤돈,본점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,조촌동,반월동,385,2,전북특별자치도 전주시 덕진구 반월동 385-2,121,,,전북특별자치도 전주시 덕진구 쪽구름로 121,54808,127.0718658,35.87372648
신포우리만두,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,중앙동,고사동,132,1,전북특별자치도 전주시 완산구 고사동 132-1,24,5,,전북특별자치도 전주시 완산구 전주객사4길 24-5,54999,127.1441641,35.81905437
바글바글콩나물국밥,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동2가,892,10,전북특별자치도 전주시 덕진구 우아동2가 892-10,12,,,전북특별자치도 전주시 덕진구 아중7길 12,55022,127.1716818,35.83319502
솜리뼈다구탕전주점,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산1동,중화산동2가,658,6,전북특별자치도 전주시 완산구 중화산동2가 658-6,17,3,,전북특별자치도 전주시 완산구 한두평4길 17-3,54985,127.1247943,35.81595768
오발탄,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,전동3가,2,244,전북특별자치도 전주시 완산구 전동3가 2-244,65,,,전북특별자치도 전주시 완산구 풍남문2길 65,55043,127.1458565,35.81262634
소담가,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,중앙동3가,32,9,전북특별자치도 전주시 완산구 중앙동3가 32-9,17,20,,전북특별자치도 전주시 완산구 전라감영5길 17-20,55038,127.1456436,35.81723204
서원식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,656,,전북특별자치도 전주시 완산구 중화산동2가 656,6,,,전북특별자치도 전주시 완산구 영경2길 6,54984,127.1240875,35.81685066
섬진강변민물고기,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천1동,삼천동1가,742,3,전북특별자치도 전주시 완산구 삼천동1가 742-3,41,,,전북특별자치도 전주시 완산구 안행로 41,55105,127.1325268,35.80138501
남근숯불갈비,,한식,돼지고기 구이/찜,한식 육류 요리 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,780,3,전북특별자치도 전주시 완산구 중화산동2가 780-3,10,4,,전북특별자치도 전주시 완산구 신촌3길 10-4,54975,127.1171723,35.81731724
희망회관,,한식,횟집,한식 해산물 요리 전문점,전북특별자치도,전주시 덕진구,금암1동,금암동,705,7,전북특별자치도 전주시 덕진구 금암동 705-7,38,,,전북특별자치도 전주시 덕진구 가리내로 38,54933,127.1319395,35.83425462
그랑데르,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,928,6,전북특별자치도 전주시 덕진구 인후동1가 928-6,152,,,전북특별자치도 전주시 덕진구 아중로 152,55030,127.1661326,35.82583052
만호정회관,,한식,횟집,한식 해산물 요리 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,653,1,전북특별자치도 전주시 완산구 중화산동2가 653-1,13,,,전북특별자치도 전주시 완산구 영경2길 13,54984,127.1238231,35.817617
오수장어안행점,,한식,해산물 구이/찜,한식 해산물 요리 전문점,전북특별자치도,전주시 완산구,효자1동,효자동1가,693,3,전북특별자치도 전주시 완산구 효자동1가 693-3,76,,,전북특별자치도 전주시 완산구 안행로 76,55103,127.135683,35.80322007
