상호명,지점명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번본번지,지번부번지,지번주소,건물본번지,건물부번지,건물명,도로명주소,신우편번호,경도,위도
넛지,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자2동,효자동1가,613,3,전북특별자치도 전주시 완산구 효자동1가 613-3,14,3,중앙호,전북특별자치도 전주시 완산구 신봉1길 14-3,55051,127.1166209,35.81101796
생생일품만두,효자점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,722,2,전북특별자치도 전주시 완산구 삼천동1가 722-2,106,3,삼천하이츠,전북특별자치도 전주시 완산구 강변로 106-3,55085,127.1139069,35.80108865
현대옥덕진,광장점,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동1가,1279,5,전북특별자치도 전주시 덕진구 덕진동1가 1279-5,1,11,,전북특별자치도 전주시 덕진구 덕진광장로 1-11,54897,127.1240309,35.84450133
엄특벳,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,867,5,전북특별자치도 전주시 완산구 평화동2가 867-5,154,,,전북특별자치도 전주시 완산구 평화로 154,55124,127.1358821,35.79019658
송가네손맛찌개전골,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,921,7,전북특별자치도 전주시 덕진구 인후동1가 921-7,9,10,,전북특별자치도 전주시 덕진구 석소로 9-10,55021,127.1688486,35.82802581
따순밥상,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,금암2동,금암동,526,49,전북특별자치도 전주시 덕진구 금암동 526-49,42,,가운데,전북특별자치도 전주시 덕진구 조경단로 42,54923,127.1379999,35.83787989
육일식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천3동,삼천동2가,275,3,전북특별자치도 전주시 완산구 삼천동2가 275-3,17,,,전북특별자치도 전주시 완산구 천잠로 17,55074,127.1093475,35.79200814
무시로감자탕만성점,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1262,10,전북특별자치도 전주시 덕진구 만성동 1262-10,54,47,,전북특별자치도 전주시 덕진구 만성중앙로 54-47,54868,127.0772273,35.84161143
추억에먹거리,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,평화1동,평화동1가,471,1,전북특별자치도 전주시 완산구 평화동1가 471-1,31,3,신정감나무골아파트,전북특별자치도 전주시 완산구 덕적골1길 31-3,55120,127.1393976,35.79532075
카츠보름,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1630,4,전북특별자치도 전주시 완산구 효자동3가 1630-4,2,,,전북특별자치도 전주시 완산구 마전3길 2,54962,127.1040682,35.8238364
혼,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동1가,1263,16,전북특별자치도 전주시 덕진구 덕진동1가 1263-16,17,1,,전북특별자치도 전주시 덕진구 명륜3길 17-1,54898,127.1276811,35.84286623
우복식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,808,7,전북특별자치도 전주시 완산구 서신동 808-7,12,,,전북특별자치도 전주시 완산구 안터4길 12,54950,127.11781,35.82954671
돈가스짱,송천점,일식,일식 카레/돈가스/덮밥,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동1가,138,9,전북특별자치도 전주시 덕진구 송천동1가 138-9,125,,,전북특별자치도 전주시 덕진구 솔내로 125,54835,127.1265261,35.8613522
달밤가맥,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,951,7,전북특별자치도 전주시 덕진구 인후동1가 951-7,33,,아중마을부영5차,전북특별자치도 전주시 덕진구 한배미로 33,55029,127.1687083,35.82452011
또또꼬마김밥,혁신점,기타 간이,김밥/만두/분식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,혁신동,장동,1074,,전북특별자치도 전주시 덕진구 장동 1074,43,,호반베르디움더센트럴5단지,전북특별자치도 전주시 덕진구 출판로 43,54864,127.0575788,35.83972981
가타부타,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,중앙동,중앙동4가,31,24,전북특별자치도 전주시 완산구 중앙동4가 31-24,124,19,,전북특별자치도 전주시 완산구 풍남문2길 124-19,55043,127.1439903,35.8147105
와우분식,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,1527,37,전북특별자치도 전주시 덕진구 인후동2가 1527-37,262,,,전북특별자치도 전주시 덕진구 견훤왕궁로 262,54917,127.1453116,35.84153037
모델,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,857,2,전북특별자치도 전주시 완산구 서신동 857-2,285,,,전북특별자치도 전주시 완산구 유연로 285,54954,127.1166974,35.82552818
조하우스,,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,861,6,전북특별자치도 전주시 완산구 평화동2가 861-6,162,,,전북특별자치도 전주시 완산구 평화로 162,55124,127.1361931,35.79098033
벨라하우스,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,699,2,전북특별자치도 전주시 완산구 삼천동1가 699-2,59,,,전북특별자치도 전주시 완산구 솟대1길 59,55091,127.1200902,35.79303435
라나의바다,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동2가,676,3,전북특별자치도 전주시 덕진구 덕진동2가 676-3,46,,,전북특별자치도 전주시 덕진구 경동로 46,54890,127.111244,35.84308986
팬텀팬피그,전북대점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동1가,1314,174,전북특별자치도 전주시 덕진구 덕진동1가 1314-174,18,9,,전북특별자치도 전주시 덕진구 명륜4길 18-9,54898,127.1276374,35.84318172
깻잎막회전주아중점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후3동,인후동1가,849,9,전북특별자치도 전주시 덕진구 인후동1가 849-9,48,,,전북특별자치도 전주시 덕진구 동가재미3길 48,55018,127.165498,35.83469076
목로식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,팔복동,팔복동2가,20,86,전북특별자치도 전주시 덕진구 팔복동2가 20-86,25,,,전북특별자치도 전주시 덕진구 신복1길 25,54845,127.1090208,35.8524199
아구세상,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,179,116,전북특별자치도 전주시 덕진구 송천동2가 179-116,31,,,전북특별자치도 전주시 덕진구 사근1길 31,54820,127.1305538,35.86666529
정금식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,1575,1,전북특별자치도 전주시 덕진구 인후동2가 1575-1,11,,성락콤비,전북특별자치도 전주시 덕진구 명주5길 11,54916,127.1512293,35.84516415
열혈청춘전주,서신점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,939,3,전북특별자치도 전주시 완산구 서신동 939-3,15,,,전북특별자치도 전주시 완산구 고사평4길 15,54943,127.111178,35.83544726
제육감전주점,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,1526,28,전북특별자치도 전주시 덕진구 인후동2가 1526-28,256,,,전북특별자치도 전주시 덕진구 견훤왕궁로 256,54918,127.1456647,35.84090808
노가리990,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1667,7,전북특별자치도 전주시 완산구 효자동3가 1667-7,55,,,전북특별자치도 전주시 완산구 마전들로 55,54961,127.1015307,35.82120689
미나리먹는돼지,송천점,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,224,1,전북특별자치도 전주시 덕진구 송천동2가 224-1,173,10,,전북특별자치도 전주시 덕진구 솔내로 173-10,54829,127.1263897,35.86605689
국수예찬,,한식,국수/칼국수,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,여의동2가,645,5,전북특별자치도 전주시 덕진구 여의동2가 645-5,50,,,전북특별자치도 전주시 덕진구 편운로 50,54848,127.0811999,35.87307163
애항아리족발보쌈,송천점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동1가,143,26,전북특별자치도 전주시 덕진구 송천동1가 143-26,128,,,전북특별자치도 전주시 덕진구 솔내로 128,54823,127.1269359,35.8614509
정가네칼국수,,한식,국수/칼국수,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,705,,전북특별자치도 전주시 완산구 삼천동1가 705,20,,오성대우,전북특별자치도 전주시 완산구 솟대로 20,55092,127.1260793,35.79585819
스페쏘전주,삼천점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,284,12,전북특별자치도 전주시 완산구 삼천동1가 284-12,32,,,전북특별자치도 전주시 완산구 용리로 32,55086,127.1132727,35.79850262
062닭발,,한식,닭/오리고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,951,8,전북특별자치도 전주시 완산구 서신동 951-8,13,,,전북특별자치도 전주시 완산구 고사평2길 13,54943,127.110933,35.83442005
케이더블유,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천3동,중인동,58,,전북특별자치도 전주시 완산구 중인동 58,1042,,,전북특별자치도 전주시 완산구 우림로 1042,55077,127.1061013,35.77986199
두끼전주객사점,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,중앙동,고사동,96,1,전북특별자치도 전주시 완산구 고사동 96-1,35,,A관,전북특별자치도 전주시 완산구 전주객사5길 35,54999,127.1450615,35.81962108
코지,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,중앙동1가,46,2,전북특별자치도 전주시 완산구 중앙동1가 46-2,28,27,,전북특별자치도 전주시 완산구 전라감영2길 28-27,55038,127.1425103,35.81627145
하가본참치,,일식,일식 회/초밥,한식 일반 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동2가,677,9,전북특별자치도 전주시 덕진구 덕진동2가 677-9,18,6,,전북특별자치도 전주시 덕진구 가리내10길 18-6,54890,127.1102908,35.84220751
전주식육식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,호성동,호성동2가,66,1,전북특별자치도 전주시 덕진구 호성동2가 산66-1,49,,,전북특별자치도 전주시 덕진구 완주로 49,55151,127.1483229,35.87152044
시골촌,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동2가,192,4,전북특별자치도 전주시 덕진구 덕진동2가 192-4,12,1,,전북특별자치도 전주시 덕진구 송천중앙로 12-1,54897,127.1186455,35.84805772
백제분식,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,1574,1,전북특별자치도 전주시 덕진구 인후동2가 1574-1,744,,,전북특별자치도 전주시 덕진구 백제대로 744,54916,127.1503667,35.84558882
행복한찹쌀꽈배기,혁신점,기타 간이,빵/도넛,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,여의동,장동,557,1,전북특별자치도 전주시 덕진구 장동 557-1,485,,,전북특별자치도 전주시 덕진구 혁신로 485,54810,127.0663366,35.85614619
미미가스시,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동2가,325,17,전북특별자치도 전주시 완산구 평화동2가 325-17,4665,,,전북특별자치도 전주시 완산구 모악로 4665,55135,127.1292717,35.78617522
행운포차,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후1동,인후동1가,772,11,전북특별자치도 전주시 덕진구 인후동1가 772-11,7,7,,전북특별자치도 전주시 덕진구 팽나무3길 7-7,55008,127.1536912,35.8360403
아구세상,서신점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,953,1,전북특별자치도 전주시 완산구 서신동 953-1,20,,,전북특별자치도 전주시 완산구 고사평4길 20,54943,127.1115206,35.83508644
공감우리,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동2가,917,2,전북특별자치도 전주시 덕진구 우아동2가 917-2,20,,핑크빌,전북특별자치도 전주시 덕진구 아중1길 20,55023,127.1719046,35.82874248
한중한판한식과중식의한판대결전주,본점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,849,3,전북특별자치도 전주시 완산구 서신동 849-3,12,4,,전북특별자치도 전주시 완산구 서신천변4길 12-4,54953,127.1153059,35.82752131
동막골시래기마을,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천1동,삼천동1가,577,7,전북특별자치도 전주시 완산구 삼천동1가 577-7,13,,,전북특별자치도 전주시 완산구 성지산로 13,55084,127.1199345,35.79980299
돈이네숯불갈비,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1355,20,전북특별자치도 전주시 덕진구 만성동 1355-20,17,,,전북특별자치도 전주시 덕진구 만성북3길 17,54860,127.0763263,35.84847058
동그리,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,921,6,전북특별자치도 전주시 완산구 서신동 921-6,6,,,전북특별자치도 전주시 완산구 고사평7길 6,54943,127.1099521,35.83741313
황제돌판코다리,,한식,해산물 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아1동,우아동3가,602,47,전북특별자치도 전주시 덕진구 우아동3가 602-47,485,,,전북특별자치도 전주시 덕진구 견훤로 485,54905,127.1547331,35.85387482
불티나분식,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,577,,전북특별자치도 전주시 완산구 중화산동2가 577,20,,,전북특별자치도 전주시 완산구 인정로 20,54973,127.1203313,35.82083805
푸드,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자1동,효자동1가,101,8,전북특별자치도 전주시 완산구 효자동1가 101-8,30,,,전북특별자치도 전주시 완산구 효동3길 30,55094,127.1294221,35.8038939
빽강정,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,750,9,전북특별자치도 전주시 완산구 중화산동2가 750-9,3,4,,전북특별자치도 전주시 완산구 화산천변6길 3-4,54974,127.1156064,35.82107701
연탄할매곱창,,한식,곱창 전골/구이,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1602,5,전북특별자치도 전주시 완산구 효자동3가 1602-5,8,,,전북특별자치도 전주시 완산구 황강서원2길 8,54960,127.0991154,35.82777007
수궁숯불갈비,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동1가,1089,3,전북특별자치도 전주시 덕진구 우아동1가 1089-3,212,,,전북특별자치도 전주시 덕진구 아중로 212,55028,127.1724785,35.82801164
유탑스시,,일식,일식 회/초밥,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1544,3,전북특별자치도 전주시 완산구 효자동3가 1544-3,145,,유탑유블레스리버뷰,전북특별자치도 전주시 완산구 서원로 145,54969,127.1105954,35.81444845
육식사관학교전주,효자점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자3동,효자동1가,364,3,전북특별자치도 전주시 완산구 효자동1가 364-3,220,16,삼호,전북특별자치도 전주시 완산구 강변로 220-16,55050,127.1139411,35.80952443
곤이보리밥,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산1동,중화산동2가,540,1,전북특별자치도 전주시 완산구 중화산동2가 540-1,57,,,전북특별자치도 전주시 완산구 따박골로 57,55049,127.1266568,35.81126016
포차달려라수니,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,576,5,전북특별자치도 전주시 완산구 중화산동2가 576-5,27,,,전북특별자치도 전주시 완산구 메너머1길 27,54973,127.1198996,35.82081144
해주칼국수,,한식,국수/칼국수,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,955,1,전북특별자치도 전주시 완산구 서신동 955-1,52,10,,전북특별자치도 전주시 완산구 새터로 52-10,54943,127.1119849,35.83468945
원당숯불한우정육식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,원당동,72,1,전북특별자치도 전주시 완산구 원당동 72-1,269,,,전북특별자치도 전주시 완산구 모악산자락길 269,55142,127.1194802,35.75501951
면식당,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,고사동,242,1,전북특별자치도 전주시 완산구 고사동 242-1,74,1,,전북특별자치도 전주시 완산구 전주객사4길 74-1,54999,127.1432162,35.8211284
포차어울림,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자2동,효자동1가,547,9,전북특별자치도 전주시 완산구 효자동1가 547-9,22,,,전북특별자치도 전주시 완산구 성지산3길 22,55082,127.1210718,35.80570513
행복은간장밥전주객사점,,일식,일식 카레/돈가스/덮밥,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,고사동,42,4,전북특별자치도 전주시 완산구 고사동 42-4,201,5,,전북특별자치도 전주시 완산구 팔달로 201-5,54999,127.1457042,35.82014304
회고등어,,한식,해산물 구이/찜,한식 해산물 요리 전문점,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,489,1,전북특별자치도 전주시 완산구 중화산동2가 489-1,19,,,전북특별자치도 전주시 완산구 신촌3길 19,54978,127.1159324,35.81695794
생생일품만두평화점,,기타 간이,김밥/만두/분식,한식 일반 음식점업,전북특별자치도,전주시 완산구,평화2동,평화동1가,734,5,전북특별자치도 전주시 완산구 평화동1가 734-5,28,9,,전북특별자치도 전주시 완산구 평화14길 28-9,55122,127.1333762,35.79325467
늘순길,본점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,풍남동1가,66,9,전북특별자치도 전주시 완산구 풍남동1가 66-9,45,,,전북특별자치도 전주시 완산구 경기전길 45,55039,127.1505679,35.81733412
춘천숯불닭갈비,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,596,9,전북특별자치도 전주시 완산구 중화산동2가 596-9,35,,,전북특별자치도 전주시 완산구 중산중앙로 35,54976,127.1221065,35.81664539
홀로설전주,본점,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1525,1,전북특별자치도 전주시 완산구 효자동3가 1525-1,194,,로자벨시티,전북특별자치도 전주시 완산구 효자로 194,54969,127.1064738,35.81865204
맥락,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,다가동1가,45,2,전북특별자치도 전주시 완산구 다가동1가 45-2,23,1,,전북특별자치도 전주시 완산구 전라감영로 23-1,55038,127.1417444,35.81492046
행복은간장밥전주,서신점,일식,일식 카레/돈가스/덮밥,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,856,1,전북특별자치도 전주시 완산구 서신동 856-1,8,,,전북특별자치도 전주시 완산구 서신로 8,54954,127.116001,35.82603356
극강은마,,일식,일식 회/초밥,일식 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1538,1,전북특별자치도 전주시 완산구 효자동3가 1538-1,70,19,,전북특별자치도 전주시 완산구 홍산북로 70-19,54969,127.1097687,35.81673841
토속이야기,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천2동,삼천동1가,691,5,전북특별자치도 전주시 완산구 삼천동1가 691-5,14,,,전북특별자치도 전주시 완산구 솟대1길 14,55091,127.1249153,35.79432725
진피순대,,한식,국/탕/찌개류,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1372,6,전북특별자치도 전주시 덕진구 만성동 1372-6,53,46,M-PLEX,전북특별자치도 전주시 덕진구 만성중앙로 53-46,54859,127.0783466,35.84293556
밥풀릭스,모래내점,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후2동,인후동2가,226,11,전북특별자치도 전주시 덕진구 인후동2가 226-11,1,,,전북특별자치도 전주시 덕진구 모래내7길 1,54926,127.14541,35.83476181
배불리,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,서신동,서신동,995,1,전북특별자치도 전주시 완산구 서신동 995-1,377,,유창,전북특별자치도 전주시 완산구 백제대로 377,54954,127.1224099,35.8268834
강다짐삼각김밥,전북대점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동1가,1261,4,전북특별자치도 전주시 덕진구 덕진동1가 1261-4,17,,,전북특별자치도 전주시 덕진구 명륜4길 17,54898,127.126553,35.84346225
향토회관,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,산정동,873,3,전북특별자치도 전주시 덕진구 산정동 873-3,5,,,전북특별자치도 전주시 덕진구 산정2길 5,55015,127.1695313,35.83684816
스틸펍,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,동서학동,동서학동,83,2,전북특별자치도 전주시 완산구 동서학동 83-2,37,,,전북특별자치도 전주시 완산구 천경로 37,55100,127.1531096,35.80982341
포92,,한식,국수/칼국수,한식 면 요리 전문점,전북특별자치도,전주시 덕진구,여의동,여의동2가,698,2,전북특별자치도 전주시 덕진구 여의동2가 698-2,3,,,전북특별자치도 전주시 덕진구 편운로 3,54847,127.0768464,35.871281
솔가함흥냉면,,한식,냉면/밀면,한식 일반 음식점업,전북특별자치도,전주시 덕진구,우아2동,우아동2가,933,1,전북특별자치도 전주시 덕진구 우아동2가 933-1,6,,,전북특별자치도 전주시 덕진구 아중중앙로 6,55023,127.1729564,35.82894826
솔이네땡글이김밥,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 완산구,중화산1동,중화산동2가,550,1,전북특별자치도 전주시 완산구 중화산동2가 550-1,41,,,전북특별자치도 전주시 완산구 따박골6길 41,55049,127.1281601,35.81029422
이삭토스트전주상산,효자점,기타 간이,토스트/샌드위치/샐러드,피자; 햄버거; 샌드위치 및 유사 음식점업,전북특별자치도,전주시 완산구,효자3동,효자동1가,650,3,전북특별자치도 전주시 완산구 효자동1가 650-3,10,,,전북특별자치도 전주시 완산구 효자천변2길 10,55080,127.113647,35.80500038
시그니처쪽갈비,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1697,2,전북특별자치도 전주시 완산구 효자동3가 1697-2,17,15,,전북특별자치도 전주시 완산구 석산2길 17-15,54963,127.1043182,35.82038435
한주먹거리,,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동1가,97,6,전북특별자치도 전주시 덕진구 송천동1가 97-6,37,13,,전북특별자치도 전주시 덕진구 오송1길 37-13,54823,127.1306711,35.86391634
설온당,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 덕진구,송천2동,송천동2가,561,20,전북특별자치도 전주시 덕진구 송천동2가 561-20,81,,,전북특별자치도 전주시 덕진구 시천로 81,54826,127.1141225,35.86667301
계림농원,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,708,10,전북특별자치도 전주시 완산구 중화산동2가 708-10,32,,,전북특별자치도 전주시 완산구 메너머1길 32,54972,127.1194796,35.82109125
빵덕,,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,효자5동,효자동3가,1672,5,전북특별자치도 전주시 완산구 효자동3가 1672-5,9,3,,전북특별자치도 전주시 완산구 배학4길 9-3,54964,127.0977781,35.82023664
시크한치맥,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,인후1동,인후동1가,783,15,전북특별자치도 전주시 덕진구 인후동1가 783-15,258,,,전북특별자치도 전주시 덕진구 안덕원로 258,55008,127.1551529,35.83637189
고혈압푸드,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,585,15,전북특별자치도 전주시 완산구 중화산동2가 585-15,321,,,전북특별자치도 전주시 완산구 효자로 321,54973,127.120506,35.81930573
한상대첩,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,여의동,만성동,1349,4,전북특별자치도 전주시 덕진구 만성동 1349-4,61,,,전북특별자치도 전주시 덕진구 만성북로 61,54858,127.0815619,35.84806157
미소,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,효자3동,효자동1가,667,5,전북특별자치도 전주시 완산구 효자동1가 667-5,32,15,,전북특별자치도 전주시 완산구 효자천변1길 32-15,55085,127.1147672,35.7992132
고돼지전주점,,한식,돼지고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,중화산2동,중화산동2가,708,12,전북특별자치도 전주시 완산구 중화산동2가 708-12,36,,,전북특별자치도 전주시 완산구 메너머1길 36,54972,127.119059,35.82105562
광장포차타운객사점,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,중앙동,다가동3가,23,2,전북특별자치도 전주시 완산구 다가동3가 23-2,11,,,전북특별자치도 전주시 완산구 전주객사2길 11,54999,127.140974,35.81726464
한옥메밀가,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 완산구,풍남동,풍남동1가,53,3,전북특별자치도 전주시 완산구 풍남동1가 53-3,16,,1~2층,전북특별자치도 전주시 완산구 은행로 16,55039,127.1516988,35.81848631
수내닭꼬치,,한식,닭/오리고기 구이/찜,한식 일반 음식점업,전북특별자치도,전주시 완산구,삼천3동,삼천동1가,287,23,전북특별자치도 전주시 완산구 삼천동1가 287-23,41,,,전북특별자치도 전주시 완산구 삼천천변2길 41,55086,127.1146092,35.79705934
요아정전주,호성점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,호성동,호성동1가,587,35,전북특별자치도 전주시 덕진구 호성동1가 587-35,20,,,전북특별자치도 전주시 덕진구 호성3길 20,54903,127.1504728,35.86075681
스페쏘전주,에코시티점,서양식,경양식,서양식 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동2가,1301,2,전북특별자치도 전주시 덕진구 송천동2가 1301-2,174,10,대강빌딩,전북특별자치도 전주시 덕진구 세병로 174-10,55146,127.1339849,35.8790357
순임금순대,,한식,국/탕/찌개류,김밥 및 기타 간이 음식점업,전북특별자치도,전주시 덕진구,송천1동,송천동1가,115,3,전북특별자치도 전주시 덕진구 송천동1가 115-3,19,,,전북특별자치도 전주시 덕진구 솔내8길 19,54835,127.1237689,35.86109371
참.참.참도시락,,한식,백반/한정식,한식 일반 음식점업,전북특별자치도,전주시 덕진구,덕진동,덕진동1가,1547,158,전북특별자치도 전주시 덕진구 덕진동1가 1547-158,31,,,전북특별자치도 전주시 덕진구 들사평서로 31,54893,127.11955,35.83851251
파리바게뜨전주,포스코점,기타 간이,빵/도넛,제과점업,전북특별자치도,전주시 완산구,효자4동,효자동2가,1327,6,전북특별자치도 전주시 완산구 효자동2가 1327-6,122,,,전북특별자치도 전주시 완산구 봉곡로 122,55058,127.1069278,35.81065745
